0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,2.500e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
5.000e-01,3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
7.500e-01,1.000e-01,2.500e-01,5.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,5.000e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,2.500e-01,5.000e-01,1.000e-01,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
1.000e-01,1.000e-01,2.500e-01,3.571e-02,1.000e-01,3.571e-02,2.500e-01,0.000e+00,0.000e+00
2.500e-01,2.500e-01,5.000e-01,1.000e-01,2.500e-01,1.000e-01,5.000e-01,2.500e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,2.500e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
5.000e-01,1.000e-01,2.500e-01,5.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,5.000e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,2.500e-01,5.000e-01,1.000e-01,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,2.500e-01,3.571e-02,1.000e-01,3.571e-02,2.500e-01,0.000e+00,0.000e+00
1.000e-01,2.500e-01,5.000e-01,1.000e-01,2.500e-01,1.000e-01,5.000e-01,2.500e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,2.500e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
5.000e-01,1.000e-01,2.500e-01,5.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,5.000e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,2.500e-01,5.000e-01,1.000e-01,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,2.500e-01,3.571e-02,1.000e-01,3.571e-02,2.500e-01,0.000e+00,0.000e+00
1.000e-01,2.500e-01,5.000e-01,1.000e-01,2.500e-01,1.000e-01,5.000e-01,2.500e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
5.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,1.000e-01,2.500e-01,2.500e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,5.000e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,2.500e-01,3.571e-02,1.000e-01,3.571e-02,2.500e-01,0.000e+00,0.000e+00
3.571e-02,2.500e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,5.000e-01,2.500e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,1.000e-01,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,5.000e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,2.500e-01,3.571e-02,1.000e-01,3.571e-02,2.500e-01,0.000e+00,0.000e+00
3.571e-02,2.500e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,5.000e-01,2.500e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,3.571e-02,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,2.500e-01,3.571e-02,1.000e-01,3.571e-02,2.500e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,5.000e-01,2.500e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,3.571e-02,2.500e-01,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,2.500e-01,3.571e-02,1.000e-01,3.571e-02,2.500e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,5.000e-01,2.500e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,3.571e-02,2.500e-01,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,3.571e-02,2.500e-01,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
2.500e-01,3.571e-02,2.500e-01,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,2.500e-01,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,1.000e-01,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,1.000e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,1.000e-01,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,1.000e-01,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,1.000e-01,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,1.000e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,5.000e-01,3.571e-02,1.000e-01,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,2.500e-01,3.571e-02,1.000e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,2.500e-01,3.571e-02,1.000e-01,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,1.000e-01,3.571e-02,1.000e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,1.000e-01,3.571e-02,1.000e-01,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,1.000e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,1.000e-01,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,1.000e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,1.000e-01,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
1.000e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,1.000e-01,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,1.000e-01,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,2.500e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,1.000e-01,5.000e-01,1.000e-01,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,2.500e-01,3.571e-02,3.571e-02,3.571e-02,3.571e-02,2.500e-01,3.571e-02,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,3.571e-02,2.500e-01,3.571e-02,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,3.571e-02,2.500e-01,3.571e-02,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,3.571e-02,2.500e-01,3.571e-02,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,1.000e-01,0.000e+00,0.000e+00
3.571e-02,1.000e-01,3.571e-02,3.571e-02,3.571e-02,3.571e-02,2.500e-01,3.571e-02,0.000e+00
0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00
3.571e-02,3.571e-02,3.571e-02,3.571e-02,3.571e-02,0.000e+00,0.000e+00,0.000e+00,0.000e+00
